int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum[]	int	int	int	int
12169	因维洛奇城堡	Inverlochy Castle	11	0.7;0.5	0	0	0	1502	0	0	729	0	0	8	11686733	12000	1:5;9001:30;5005:190	5	12168	12170	1246
12170	克鲁亚川酒店	Cruachan Hotel	11	0.5;0.9	1102	0	0	0	0	726	0	0	0	8	11745167	12000	1:5;9001:30;5005:190	5	12169	12171	1246
12171	格勒恩加里城堡	Glengarry Castle	11	0.7;0.7	0	0	0	1502	727	0	0	0	0	8	11803893	12000	1:5;9001:30;5005:190	5	12170	12172	1246
12172	克兰麦克达福	Clan Macduff	11	0.8;0.5	0	0	1401	0	0	729	0	0	0	7	11862912	12000	1:5;9001:30;5005:190	5	12171	12173	1246
12173	凯尔文酒店	The Kelvin Hotel	11	0.8;0.9	0	1201	0	0	727	0	0	0	0	6	11922227	12000	1:5;9001:30;5005:190	5	12172	12174	1246
12174	坎特伯雷座堂	Canterbury Cathedral	11	0.2;0.2	0	1202	0	0	0	0	730	0	0	10	11922227	12000	1:5;9001:30;5005:191	5	12173	12175	1247
12175	圣奥古斯丁修道院	St Augustine's Abbey	11	0.2;0.5	0	0	0	1502	731	0	0	0	0	9	11981838	12000	1:5;9001:30;5005:191	5	12174	12176	1247
12176	肯特大学	University of Kent	11	0.5;0.3	1101	0	0	0	0	734	0	0	0	9	12041747	12000	1:5;9001:30;5005:191	5	12175	12177	1247
12177	西城门	West Gate	11	0.2;0.8	0	1202	0	0	0	732	0	0	0	9	12101956	12000	1:5;9001:30;5005:191	5	12176	12178	1247
12178	坎特伯雷遗产博物馆	Canterbury Heritage Museum	11	0.7;0.5	0	0	1402	0	0	0	731	0	0	8	12162466	12000	1:5;9001:30;5005:191	5	12177	12179	1247
12179	圣马丁教堂	St. Martin's Church	11	0.5;0.9	0	1201	0	0	734	0	0	0	0	8	12223278	12000	1:5;9001:30;5005:191	5	12178	12180	1247
12180	坎特伯雷城堡	Canterbury Castle	11	0.7;0.7	0	0	0	1501	730	0	0	0	0	8	12284394	12000	1:5;9001:30;5005:191	5	12179	12181	1247
12181	坎特伯雷故事	The Canterbury Tales	11	0.8;0.5	0	0	1402	0	0	0	734	0	0	7	12345816	12000	1:5;9001:30;5005:191	5	12180	12182	1247
12182	罗马博物馆	Roman Museum	11	0.8;0.9	0	1202	0	0	0	731	0	0	0	6	12407545	12000	1:5;9001:30;5005:191	5	12181	12183	1247
12183	克里夫顿吊桥	Clifton Suspension Bridge	11	0.2;0.2	0	0	0	1501	0	0	735	0	0	10	12407545	12000	1:5;9001:30;5005:192	5	12182	12184	1248
12184	布里斯托大教堂	Bristol Cathedral	11	0.2;0.5	1102	0	0	0	0	0	737	0	0	9	12469583	12000	1:5;9001:30;5005:192	5	12183	12185	1248
12185	布里斯托大学	University of Bristol	11	0.5;0.3	0	1201	0	0	0	0	739	0	0	9	12531931	12000	1:5;9001:30;5005:192	5	12184	12186	1248
12186	涂鸦街	Nelson Street	11	0.2;0.8	0	0	1402	0	737	0	0	0	0	9	12594591	12000	1:5;9001:30;5005:192	5	12185	12187	1248
12187	布里斯托市政厅	City Hall	11	0.7;0.5	0	0	0	1502	0	0	738	0	0	8	12657564	12000	1:5;9001:30;5005:192	5	12186	12188	1248
12188	遗嘱纪念馆	Wills Memorial Building	11	0.5;0.9	1102	0	0	0	0	735	0	0	0	8	12720852	12000	1:5;9001:30;5005:192	5	12187	12189	1248
12189	自然公园	Nature Park	11	0.7;0.7	0	1201	0	0	0	738	0	0	0	8	12784456	12000	1:5;9001:30;5005:192	5	12188	12190	1248
12190	卡博特塔	Cabot Tower	11	0.8;0.5	0	0	1401	0	0	735	0	0	0	7	12848378	12000	1:5;9001:30;5005:192	5	12189	12191	1248
12191	圣殿教堂	The Victoria Rooms	11	0.8;0.9	0	1201	0	0	0	738	0	0	0	6	12912620	12000	1:5;9001:30;5005:192	5	12190	12192	1248
12192	格林威治皇家天文台	Royal Observatory Greenwich	11	0.2;0.2	0	0	1402	0	742	0	0	0	0	10	12912620	12000	1:5;9001:30;5005:193	5	12191	12193	1249
12193	格林威治公园	Greenwich Park	11	0.2;0.5	0	0	0	1502	0	0	740	0	0	9	12977183	12000	1:5;9001:30;5005:193	5	12192	12194	1249
12194	格林威治大学	University of Greenwich	11	0.5;0.3	1101	0	0	0	741	0	0	0	0	9	13042069	12000	1:5;9001:30;5005:193	5	12193	12195	1249
12195	皇家炮兵博物馆	Firepower The Royal Artillery Museum	11	0.2;0.8	0	1202	0	0	0	0	741	0	0	9	13107279	12000	1:5;9001:30;5005:193	5	12194	12196	1249
12196	埃尔特姆宫	Eltham Palace	11	0.7;0.5	0	0	1402	0	0	741	0	0	0	8	13172815	12000	1:5;9001:30;5005:193	5	12195	12197	1249
12197	山谷球场	The Valley	11	0.5;0.9	1102	0	0	0	0	740	0	0	0	8	13238679	12000	1:5;9001:30;5005:193	5	12196	12198	1249
12198	德普特福德桥站	Deptford Bridge Station	11	0.7;0.7	0	0	0	1501	0	0	740	0	0	8	13304872	12000	1:5;9001:30;5005:193	5	12197	12199	1249
12199	格林威治大道	Greenwich High Road	11	0.8;0.5	0	0	1401	0	0	741	0	0	0	7	13371396	12000	1:5;9001:30;5005:193	5	12198	12200	1249
12200	克拉兰敦酒店	The Clarendon Hotel	11	0.8;0.9	0	1202	0	0	0	740	0	0	0	6	13438253	12000	1:5;9001:30;5005:193	5	12199	12201	1249
12201	温德米尔湖	Windermere	11	0.2;0.2	1101	0	0	0	745	0	0	0	0	10	13438253	12000	1:5;9001:30;5005:194	5	12200	12202	1250
12202	小山丘	Orrest Head	11	0.2;0.5	0	0	1401	0	0	0	746	0	0	9	13505444	12000	1:5;9001:30;5005:194	5	12201	12203	1250
12203	格拉斯米尔	Grasmere	11	0.5;0.3	0	1201	0	0	0	747	0	0	0	9	13572971	12000	1:5;9001:30;5005:194	5	12202	12204	1250
12204	弗雷城堡	Wray Castle	11	0.2;0.8	0	0	0	1501	0	0	746	0	0	9	13640836	12000	1:5;9001:30;5005:194	5	12203	12205	1250
12205	霍雷希尔德花园	Holehird Gardens	11	0.7;0.5	0	0	0	1502	747	0	0	0	0	8	13709040	12000	1:5;9001:30;5005:194	5	12204	12206	1250
12206	奥莱斯特峰顶	Orrest Head	11	0.5;0.9	1102	0	0	0	748	0	0	0	0	8	13777585	12000	1:5;9001:30;5005:194	5	12205	12207	1250
12207	安布尔塞德	Ambleside	11	0.7;0.7	0	1201	0	0	0	745	0	0	0	8	13846473	12000	1:5;9001:30;5005:194	5	12206	12208	1250
12208	莱达尔湖	Rydal Water	11	0.8;0.5	0	0	1401	0	749	0	0	0	0	7	13915705	12000	1:5;9001:30;5005:194	5	12207	12209	1250
12209	威廉·华兹华斯故居	Dove Cottage	11	0.8;0.9	0	1201	0	0	0	0	748	0	0	6	13985284	12000	1:5;9001:30;5005:194	5	12208	12210	1250
12210	圣安德鲁斯大教堂	St Andrews Cathedral	11	0.2;0.2	0	0	1402	0	751	0	0	0	0	10	13985284	13000	1:5;9001:31;5005:196	5	12209	12211	1251
12211	圣安德鲁斯城堡	St Andrews Castle	11	0.2;0.5	0	0	0	1502	753	0	0	0	0	9	14055210	13000	1:5;9001:31;5005:196	5	12210	12212	1251
12212	西沙滩	West Sands	11	0.5;0.3	0	1201	0	0	0	0	753	0	0	9	14125486	13000	1:5;9001:31;5005:196	5	12211	12213	1251
12213	老球场	The Old Course Experience	11	0.2;0.8	1101	0	0	0	0	752	0	0	0	9	14196113	13000	1:5;9001:31;5005:196	5	12212	12214	1251
12214	克雷格顿乡村公园	Craigtoun Country Park	11	0.7;0.5	0	0	1402	0	0	0	752	0	0	8	14267094	13000	1:5;9001:31;5005:196	5	12213	12215	1251
12215	缎烧桥	Swilken Burn Bridge	11	0.5;0.9	0	1202	0	0	0	753	0	0	0	8	14338429	13000	1:5;9001:31;5005:196	5	12214	12216	1251
12216	圣安德鲁斯连接	St Andrews Links	11	0.7;0.7	0	0	0	1501	0	754	0	0	0	8	14410121	13000	1:5;9001:31;5005:196	5	12215	12217	1251
12217	圣安德鲁斯水族馆	St Andrews Aquarium	11	0.8;0.5	0	0	1401	0	0	752	0	0	0	7	14482172	13000	1:5;9001:31;5005:196	5	12216	12218	1251
12218	英国高尔夫博物馆	British Golf Museum	11	0.8;0.9	0	1202	0	0	0	0	753	0	0	6	14554583	13000	1:5;9001:31;5005:196	5	12217	12219	1251
12219	霍华德城堡	Castle Howard	11	0.2;0.2	0	0	0	1501	0	755	0	0	0	10	14554583	13000	1:5;9001:31;5005:197	5	12218	12220	1252
12220	惠特比修道院	Whitby Abbey	11	0.2;0.5	1101	0	0	0	0	0	758	0	0	9	14627356	13000	1:5;9001:31;5005:197	5	12219	12221	1252
12221	乌斯河	Ouse River	11	0.5;0.3	0	1201	0	0	759	0	0	0	0	9	14700493	13000	1:5;9001:31;5005:197	5	12220	12222	1252
12222	谢肃方修道院	Selby Abbey	11	0.2;0.8	0	0	0	1501	757	0	0	0	0	9	14773995	13000	1:5;9001:31;5005:197	5	12221	12223	1252
12223	里沃修道院	Rievaulx Abbey	11	0.7;0.5	0	0	0	1502	0	757	0	0	0	8	14847865	13000	1:5;9001:31;5005:197	5	12222	12224	1252
12224	约克郡薰衣草庄园	Yorkshire Lavender	11	0.5;0.9	1102	0	0	0	756	0	0	0	0	8	14922104	13000	1:5;9001:31;5005:197	5	12223	12225	1252
12225	罗宾胡兹贝	Robin Hood's Bay	11	0.7;0.7	0	0	1401	0	0	0	755	0	0	8	14996715	13000	1:5;9001:31;5005:197	5	12224	12226	1252
12226	菲雷	filey	11	0.8;0.5	0	0	1401	0	0	0	759	0	0	7	15071699	13000	1:5;9001:31;5005:197	5	12225	12227	1252
12227	萨顿公园	Sutton Park	11	0.8;0.9	0	1201	0	0	758	0	0	0	0	6	15147057	13000	1:5;9001:31;5005:197	5	12226	12228	1252
12228	罗西里湾	Rhossili Bay	11	0.2;0.2	0	0	1402	0	760	0	0	0	0	10	15147057	13000	1:5;9001:31;5005:198	5	12227	12229	1253
12229	斯旺西海滩	Swansea Beach	11	0.2;0.5	0	0	0	1502	760	0	0	0	0	9	15222792	13000	1:5;9001:31;5005:198	5	12228	12230	1253
12230	斯旺西坞	Swansea Marina	11	0.5;0.3	1101	0	0	0	0	0	760	0	0	9	15298906	13000	1:5;9001:31;5005:198	5	12229	12231	1253
12231	斯旺西博物馆	Swansea Museum	11	0.2;0.8	0	1202	0	0	760	0	0	0	0	9	15375401	13000	1:5;9001:31;5005:198	5	12230	12232	1253
12232	辛格尔顿公园	Singleton Park	11	0.7;0.5	0	0	1402	0	761	0	0	0	0	8	15452278	13000	1:5;9001:31;5005:198	5	12231	12233	1253
12233	高尔半岛	Gower Peninsula	11	0.5;0.9	1101	0	0	0	0	762	0	0	0	8	15529539	13000	1:5;9001:31;5005:198	5	12232	12234	1253
12234	克莱恩花园	Clyne Gardens	11	0.7;0.7	0	0	0	1501	761	0	0	0	0	8	15607187	13000	1:5;9001:31;5005:198	5	12233	12235	1253
12235	纳德城堡	Pennard Castle	11	0.8;0.5	0	0	1401	0	0	762	0	0	0	7	15685223	13000	1:5;9001:31;5005:198	5	12234	12236	1253
12236	兰根尼斯海滩	Llangennith Beach	11	0.8;0.9	0	1202	0	0	0	0	760	0	0	6	15763649	13000	1:5;9001:31;5005:198	5	12235	12237	1253
12237	国家航天中心	National Space Centre	11	0.2;0.2	1101	0	0	0	0	0	766	0	0	10	15763649	13000	1:5;9001:31;5005:199	5	12236	12238	1254
12238	莱斯特修道院	Leicester Abbey	11	0.2;0.5	0	0	0	1501	0	0	769	0	0	9	15842467	13000	1:5;9001:31;5005:199	5	12237	12239	1254
12239	莱斯特大学植物园	University of Leicester Botanic Garden	11	0.5;0.3	0	1201	0	0	0	769	0	0	0	9	15921679	13000	1:5;9001:31;5005:199	5	12238	12240	1254
12240	约翰克莱尔小屋	John Clare Cottage	11	0.2;0.8	1101	0	0	0	768	0	0	0	0	9	16001287	13000	1:5;9001:31;5005:199	5	12239	12241	1254
12241	贝尔格雷夫路	Belgrave Road	11	0.7;0.5	0	0	1402	0	0	0	766	0	0	8	16081293	13000	1:5;9001:31;5005:199	5	12240	12242	1254
12242	犹太人墙	Jewry Wall	11	0.5;0.9	1102	0	0	0	0	0	766	0	0	8	16161699	13000	1:5;9001:31;5005:199	5	12241	12243	1254
12243	凤凰电影院	Phoenix Cinema	11	0.7;0.7	0	0	0	1502	765	0	0	0	0	8	16242507	13000	1:5;9001:31;5005:199	5	12242	12244	1254
12244	修道院泵站	Abbey Pumping Station	11	0.8;0.5	0	0	1401	0	0	0	767	0	0	7	16323720	13000	1:5;9001:31;5005:199	5	12243	12245	1254
12245	国家煤气博物馆	National Gas Museum	11	0.8;0.9	0	1201	0	0	767	0	0	0	0	6	16405339	13000	1:5;9001:31;5005:199	5	12244	12246	1254
12246	皇家城堡	Royal Citadel	11	0.2;0.2	1101	0	0	0	0	772	0	0	0	10	16405339	13000	1:5;9001:31;5005:200	5	12245	12247	1255
12247	普利茅斯市政厅	Plymouth Guildhall	11	0.2;0.5	0	0	0	1502	771	0	0	0	0	9	16487366	13000	1:5;9001:31;5005:200	5	12246	12248	1255
12248	伊丽莎白花园	Elizabethan Gardens	11	0.5;0.3	1101	0	0	0	773	0	0	0	0	9	16569803	13000	1:5;9001:31;5005:200	5	12247	12249	1255
12249	伯格岛	Burgh Island	11	0.2;0.8	0	1202	0	0	0	774	0	0	0	9	16652652	13000	1:5;9001:31;5005:200	5	12248	12250	1255
12250	圣安德鲁教堂	St. Andrew's Church	11	0.7;0.5	0	0	1402	0	773	0	0	0	0	8	16735915	13000	1:5;9001:31;5005:200	5	12249	12251	1255
12251	海事绘画展	Maritime Paintings Exhibition	11	0.5;0.9	0	0	0	1501	774	0	0	0	0	8	16819595	13000	1:5;9001:31;5005:200	5	12250	12252	1255
12252	海滨走道	Waterfront Walkway	11	0.7;0.7	0	0	0	1501	0	772	0	0	0	8	16903693	13000	1:5;9001:31;5005:200	5	12251	12253	1255
12253	五月花展	Mayflower Exhibition	11	0.8;0.5	0	0	1402	0	773	0	0	0	0	7	16988211	13000	1:5;9001:31;5005:200	5	12252	12254	1255
12254	国家海洋水族馆	National Marine Aquarium	11	0.8;0.9	0	1202	0	0	0	0	771	0	0	6	17073152	13000	1:5;9001:31;5005:200	5	12253	12255	1255
12255	惠特比修道院	Whitby Abbey	11	0.2;0.2	1101	0	0	0	0	0	779	0	0	10	17073152	13000	1:5;9001:32;5005:202	5	12254	12256	1256
12256	惠特比海滩	Whitby Beach	11	0.2;0.5	0	0	0	1502	0	0	775	0	0	9	17158518	13000	1:5;9001:32;5005:202	5	12255	12257	1256
12257	惠特比港	Whitby Harbour	11	0.5;0.3	0	1201	0	0	0	778	0	0	0	9	17244311	13000	1:5;9001:32;5005:202	5	12256	12258	1256
12258	惠特比博物馆	Whitby Museum	11	0.2;0.8	1101	0	0	0	0	0	776	0	0	9	17330533	13000	1:5;9001:32;5005:202	5	12257	12259	1256
12259	库克船长纪念博物馆	Captain Cook Memorial Museum	11	0.7;0.5	0	0	1401	0	0	776	0	0	0	8	17417186	13000	1:5;9001:32;5005:202	5	12258	12260	1256
12260	圣玛丽教堂	St Mary's Church	11	0.5;0.9	0	0	0	1502	0	777	0	0	0	8	17504272	13000	1:5;9001:32;5005:202	5	12259	12261	1256
12261	圣希尔达教堂	St Hilda's Church	11	0.7;0.7	1102	0	0	0	0	779	0	0	0	8	17591793	13000	1:5;9001:32;5005:202	5	12260	12262	1256
12262	潘尼特公园	Pannett Park	11	0.8;0.5	1101	0	0	0	0	779	0	0	0	7	17679752	13000	1:5;9001:32;5005:202	5	12261	12263	1256
12263	福斯茶园	Foss Tea Garden	11	0.8;0.9	0	0	1401	0	778	0	0	0	0	6	17768151	13000	1:5;9001:32;5005:202	5	12262	12264	1256
12264	滨江步道	Riverside Walk	11	0.2;0.2	0	1201	0	0	780	0	0	0	0	10	17768151	13000	1:5;9001:32;5005:203	5	12263	12265	1257
12265	厄勒姆公园	Earlham Park	11	0.2;0.5	1102	0	0	0	784	0	0	0	0	9	17856992	13000	1:5;9001:32;5005:203	5	12264	12266	1257
12266	诺威奇火车站大楼	Norwich Train Station Building	11	0.5;0.3	0	0	0	1502	0	781	0	0	0	9	17946277	13000	1:5;9001:32;5005:203	5	12265	12267	1257
12267	足球体育馆	Football Stadium	11	0.2;0.8	0	1202	0	0	0	781	0	0	0	9	18036008	13000	1:5;9001:32;5005:203	5	12266	12268	1257
12268	曼德尔斯画廊	Mandells Gallery	11	0.7;0.5	0	0	0	1501	0	784	0	0	0	8	18126188	13000	1:5;9001:32;5005:203	5	12267	12269	1257
12269	伊顿公园	Eaton Park	11	0.5;0.9	0	0	1402	0	0	0	781	0	0	8	18216819	13000	1:5;9001:32;5005:203	5	12268	12270	1257
12270	温森公园	Wensum Park	11	0.7;0.7	1101	0	0	0	0	783	0	0	0	8	18307903	13000	1:5;9001:32;5005:203	5	12269	12271	1257
12271	诺威奇城堡	Norwich Castle	11	0.8;0.5	0	0	0	1501	0	781	0	0	0	7	18399443	13000	1:5;9001:32;5005:203	5	12270	12272	1257
12272	东安格利亚大学	University of East Anglia	11	0.8;0.9	0	0	1401	0	0	781	0	0	0	6	18491440	13000	1:5;9001:32;5005:203	5	12271	12273	1257
12273	大三角帆塔	Spinnaker Tower	11	0.2;0.2	0	1202	0	0	789	0	0	0	0	10	18491440	13000	1:5;9001:32;5005:204	5	12272	12274	1258
12274	朴茨茅斯历史造船厂	Portsmouth Historic Dockyard	11	0.2;0.5	1101	0	0	0	0	785	0	0	0	9	18583897	13000	1:5;9001:32;5005:204	5	12273	12275	1258
12275	朴茨茅斯历史造船厂	Portsmouth Historic Dockyard	11	0.5;0.3	0	0	0	1501	0	0	788	0	0	9	18676816	13000	1:5;9001:32;5005:204	5	12274	12276	1258
12276	皇家海军博物馆	Royal Naval Museum	11	0.2;0.8	0	1201	0	0	0	788	0	0	0	9	18770200	13000	1:5;9001:32;5005:204	5	12275	12277	1258
12277	南海城堡	Southsea Castle	11	0.7;0.5	1102	0	0	0	786	0	0	0	0	8	18864051	13000	1:5;9001:32;5005:204	5	12276	12278	1258
12278	朴茨茅斯大教堂	Portsmouth Cathedral	11	0.5;0.9	0	0	1401	0	0	0	786	0	0	8	18958371	13000	1:5;9001:32;5005:204	5	12277	12279	1258
12279	朴茨茅斯市博物馆	Portsmouth City Museum	11	0.7;0.7	1102	0	0	0	0	0	789	0	0	8	19053163	13000	1:5;9001:32;5005:204	5	12278	12280	1258
12280	蓝礁水族馆	Blue Reef Aquarium	11	0.8;0.5	0	0	0	1501	0	786	0	0	0	7	19148429	13000	1:5;9001:32;5005:204	5	12279	12281	1258
12281	纳尔逊堡	Fort Nelson	11	0.8;0.9	0	0	1401	0	0	0	787	0	0	6	19244171	13000	1:5;9001:32;5005:204	5	12280	12282	1258
12282	阿伯丁海事博物馆	Aberdeen Maritime Museum	11	0.2;0.2	0	1201	0	0	0	790	0	0	0	10	19244171	13000	1:5;9001:32;5005:205	5	12281	12283	1259
12283	城市海滩	City Beach	11	0.2;0.5	1101	0	0	0	0	0	792	0	0	9	19340392	13000	1:5;9001:32;5005:205	5	12282	12284	1259
12284	威廉华莱士雕像	William Wallace Statue	11	0.5;0.3	0	0	0	1502	794	0	0	0	0	9	19437094	13000	1:5;9001:32;5005:205	5	12283	12285	1259
12285	阿伯丁大学图书馆	University of Aberdeen Library	11	0.2;0.8	0	1202	0	0	0	793	0	0	0	9	19534279	13000	1:5;9001:32;5005:205	5	12284	12286	1259
12286	西顿公园	Seaton Park	11	0.7;0.5	1102	0	0	0	0	0	790	0	0	8	19631950	13000	1:5;9001:32;5005:205	5	12285	12287	1259
12287	阿伯丁老渔村	Footdee	11	0.5;0.9	0	0	1402	0	0	792	0	0	0	8	19730110	13000	1:5;9001:32;5005:205	5	12286	12288	1259
12288	阿伯丁港	Aberdeen Harbour	11	0.7;0.7	1101	0	0	0	0	0	791	0	0	8	19828761	13000	1:5;9001:32;5005:205	5	12287	12289	1259
12289	达西公园	Duthie Park	11	0.8;0.5	0	0	0	1501	0	0	792	0	0	7	19927905	13000	1:5;9001:32;5005:205	5	12288	12290	1259
12290	约翰斯通花园	Johnstone Gardens	11	0.8;0.9	0	1201	0	0	0	791	0	0	0	6	20027545	13000	1:5;9001:32;5005:205	5	12289	12291	1259
12291	斯特灵城堡	Stirling Castle	11	0.2;0.2	0	1202	0	0	0	799	0	0	0	10	20027545	13000	1:5;9001:32;5005:206	5	12290	12292	1260
12292	华莱士纪念碑	National Wallace Monument	11	0.2;0.5	1101	0	0	0	799	0	0	0	0	9	20127683	13000	1:5;9001:32;5005:206	5	12291	12293	1260
12293	洛蒙德湖公园中心	Loch Lomond Park Centre	11	0.5;0.3	0	0	0	1501	798	0	0	0	0	9	20228321	13000	1:5;9001:32;5005:206	5	12292	12294	1260
12294	老城监狱	Old Town Jail	11	0.2;0.8	0	1201	0	0	0	795	0	0	0	9	20329463	13000	1:5;9001:32;5005:206	5	12293	12295	1260
12295	圣路德教堂	Church of the Holy Rude	11	0.7;0.5	1102	0	0	0	0	796	0	0	0	8	20431110	13000	1:5;9001:32;5005:206	5	12294	12296	1260
12296	阿盖尔旅店	Argyll's Lodging	11	0.5;0.9	0	0	0	1502	0	0	799	0	0	8	20533266	13000	1:5;9001:32;5005:206	5	12295	12297	1260
12297	康柏斯内斯修道院	Cambuskenneth Abbey	11	0.7;0.7	1102	0	0	0	799	0	0	0	0	8	20635932	13000	1:5;9001:32;5005:206	5	12296	12298	1260
12298	信息中心	Information Centre	11	0.8;0.5	1101	0	0	0	0	796	0	0	0	7	20739112	13000	1:5;9001:32;5005:206	5	12297	12299	1260
12299	桌球飞镖俱乐部	Snooker & Darts Club	11	0.8;0.9	0	0	1401	0	797	0	0	0	0	6	20842808	13000	1:5;9001:32;5005:206	5	12298	0	1260
